,property_id,region,city,location,property_type,furnishing_state,lease_term,availability,rent,deposit,beds,baths,size,pets,smoking,parking
120,468619,Altadore,Calgary,2107 34 Ave SW,Apartment,Unfurnished,Long Term,Immediate,1530,750,1 bd,1 ba,536 ft2,Cats & dogs negotiable,Non-smoking,Underground
123,468620,Beltline,Calgary,1177 11 Ave SW,Apartment,Unfurnished,Long Term,Immediate,1330,750,1 bd,1 ba,617 ft2,Cats & dogs negotiable,Non-smoking,Underground
153,468629,Tuxedo Park,Calgary,115 31Ave Northwest,House,Furnished,Long Term,Immediate,1800,"$1,800 ",3 bd,2.5 ba,1670 ft2,No pets,Non-smoking,
510,468655,ON,Toronto,608 Richmond Street West,Apartment,Unfurnished,Long Term,Immediate,1995,"$2,050 ",1 bd,1 ba,500 ft2,Cats & dogs negotiable,Non-smoking,
57,468717,BC,Vancouver,7465 13th Avenue,Apartment,Unfurnished,Long Term,Immediate,1430,"$1,430 ",1 bd,1 ba,,No pets,,
383,468742,McNab,Regina,1686 Alexandra St,House,Unfurnished,Long Term,Immediate,1600,"$1,600 ",2 bd,2 ba,,No pets,Non-smoking,
110,468881,BC,Kelowna,701 - 1152 Sunset Drive,Condo,Unfurnished,Long Term,1-Dec-21,2400,"$1,200 ",2 bd,2 ba,1200 ft2,No cats,Non-smoking,Underground
213,469049,Michener Hill,Red-Deer,107 - 4732 54 Street,Condo,Unfurnished,Long Term,Immediate,874,$874 ,2 bd,1 ba,775 ft2,Cats negotiable,Non-smoking,Outdoor
96,469087,BC,Kelowna,1191 Sunset Drive,Apartment,Furnished,Negotiable,Immediate,2950,"$2,950 ",1 bd + den,1 ba,600 ft2,Cats & dogs negotiable,Non-smoking,
366,469232,North Central,Regina,906 Argyle Street,House,Unfurnished,Long Term,Immediate,1000,"$1,000 ",1 bd,1 ba,592 ft2,Cats & dogs negotiable,Covered Covered Single garage,
286,469239,Lower Townsite,Fort-Mcmurray,8528 - Site 614.,Apartment,Furnished,Long Term,Immediate,1300,"$1,300 ",1 bd,1 ba,,No pets,Non-smoking,Underground
452,469312,ON,Mississauga,35 Ruby Lang Lane,Townhouse,Unfurnished,Long Term,Immediate,4095,"$4,100 ",3 bd + den,3 ba,2000 ft2,No pets,Non-smoking,Outdoor
514,469312,ON,Toronto,35 Ruby Lang Lane,Townhouse,Unfurnished,Long Term,Immediate,4095,"$4,100 ",3 bd + den,3 ba,2000 ft2,No pets,Non-smoking,Outdoor
664,469317,NS,Halifax,,House,Unfurnished,Long Term,Immediate,3000,"$1,500 ",4 bd,3 ba,2010 ft2,No pets,Non-smoking,
445,469333,River - Osborne,Winnipeg,40 Osborne St.,Apartment,Unfurnished,Long Term,Immediate,1199,"$1,199 ",2 bd,1 ba,,No pets,Non-smoking,Outdoor
229,469451,Inglewood West,Red-Deer,1411 - 12A Ironside Street,Apartment,Unfurnished,Long Term,Immediate,1195,"$1,195 ",2 bd,1 ba,,No pets,Non-smoking,
78,469580,North Vancouver,Vancouver,125 E 14th St,Apartment,Unfurnished,Long Term,Immediate,4680,"$2,500 ",2 bd,2 ba,1250 ft2,No pets,Non-smoking,Underground
255,469640,Highland Green,Red-Deer,5812 61 Street,Condo,Negotiable,Long Term,Immediate,1200,"$1,200 ",2 bd,1 ba,,Cats & dogs negotiable,Non-smoking,Street
111,469731,BC,Kelowna,38 - 625 Boynton Place,Townhouse,Unfurnished,Long Term,1-Dec-21,3500,"$1,750 ",2 bd,2 ba,2350 ft2,Cats & dogs negotiable,Non-smoking,Single garage
596,469754,QC,Montreal,1 Glenmore,Apartment,Unfurnished,Long Term,Immediate,1375,"$1,375 ",1 bd,1 ba,,Cats & dogs negotiable,Non-smoking,Outdoor
254,469777,Deer Park Estates,Red-Deer,6 Dale Close,Townhouse,Unfurnished,Long Term,Immediate,1500,"$1,500 ",2 bd,1 ba,1100 ft2,Cats & dogs negotiable,Non-smoking,
149,469799,Beltline,Calgary,1508 - 836 15th Ave SW,Condo,Unfurnished,Long Term,Immediate,1700,"$1,700 ",1 bd + den,1 ba,720 ft2,Cats & dogs negotiable,Non-smoking,Underground
438,469921,Linden Woods,Winnipeg,5112-173 Victor Lewis Drive,Apartment,Unfurnished,Long Term,Immediate,797,Field: Market Rent/2,2 bd,1 ba,872 ft2,No pets,Non-smoking,Outdoor
435,469922,River - Osborne,Winnipeg,3-316 Stradbrook Avenue,Apartment,Furnished,Long Term,Immediate,797,$797 ,2 bd,1 ba,,Cats & dogs negotiable,Non-smoking,
430,469924,Bridgwater Forest,Winnipeg,114-235 Bridgeland Drive S,Apartment,Unfurnished,Long Term,Immediate,930,Field: Market Rent/2,2 bd,1 ba,1016 ft2,No pets,Non-smoking,Outdoor
427,469926,Bridgwater Forest,Winnipeg,304-235 Bridgeland Drive S,Apartment,Unfurnished,Long Term,Immediate,930,Field: Market Rent/2,2 bd,1 ba,1016 ft2,No pets,Non-smoking,Outdoor
108,469944,BC,Kelowna,117 - 725 Academy Way,Condo,Furnished,Long Term,1-Dec-21,2900,"$1,450 ",3 bd,3 ba,915 ft2,Cats & dogs negotiable,Non-smoking,
281,470144,Timberlea,Fort-Mcmurray,339 Powder Drive,Apartment,Unfurnished,Long Term,Immediate,1500,"$1,500 ",1 bd,1 ba,639 ft2,Cats & dogs negotiable,Non-smoking,
185,470145,Killarney,Edmonton,9550 & 9604 129B Ave,Apartment,Unfurnished,Long Term,Immediate,733,$733 ,1 bd,1 ba,,Cats & dogs negotiable,Non-smoking,Outdoor
184,470147,Callingwood,Edmonton,7602 172 St,Apartment,Unfurnished,Long Term,Immediate,899,$899 ,1 bd,1 ba,,Cats & dogs negotiable,Non-smoking,Outdoor
503,470188,ON,Toronto,200 Redpath Avenue,Apartment,Unfurnished,Long Term,1-Apr-22,2155,"$2,155 ",1 bd,1 ba,547 - 548,Cats & dogs negotiable,Non-smoking,
55,470200,Fairview,Vancouver,1025 West 11th Ave,Apartment,Unfurnished,Long Term,Immediate,2550,"$2,550 ",2 bd,1 ba,950 ft2,No pets,Non-smoking,Street
497,470234,ON,Mississauga,12 Conifer Drive,Apartment,Unfurnished,Long Term,Immediate,1245,"$1,250 ",1 bd,1 ba,600 ft2,Cats & dogs negotiable,Non-smoking,Outdoor
172,470242,Downtown,Edmonton,10045 111 Street NW,Apartment,Unfurnished,Long Term,Immediate,1342,$500 ,1 bd,1 ba,,Cats & dogs negotiable,Non-smoking,Underground
100,470358,BC,Kelowna,Bluebird Road,House,Furnished,Short Term,Immediate,1600,"$1,600 ",1 bd + den,1 ba,750 ft2,No pets,Non-smoking,
121,470371,Beltline,Calgary,1229 Macleod Trail SE,Apartment,Unfurnished,Long Term,Immediate,1475,"$1,000 ",1 bd,1 ba,559 ft2,Cats & dogs negotiable,Non-smoking,Underground
710,470484,NL,St-John-S,,Apartment,Unfurnished,Long Term,Immediate,1600,"$1,600 ",3 bd + den,1.5 ba,1400 ft2,No pets,Non-smoking,Outdoor
436,470497,Waverley Heights,Winnipeg,507-60 Shore Street,Apartment,Unfurnished,Long Term,Immediate,895,Field: Market Rent/2,2 bd,2 ba,1016 ft2,No pets,Non-smoking,Outdoor
279,470703,Thickwood,Fort-Mcmurray,117 - 400 Silin Forest Road,Townhouse,Unfurnished,Long Term,Immediate,1675,"$1,675 ",2 bd,1.5 ba,1800 ft2,No pets,Non-smoking,Single garage
9,470706,Downtown,Victoria,404 - 888 Government Street,Condo,Unfurnished,Long Term,Immediate,4200,"$4,200 ",2 bd,2 ba,1281 ft2,Cats & dogs negotiable,Non-smoking,
242,470778,Inglewood East,Red-Deer,156 Illingworth Close,House,Unfurnished,Long Term,Immediate,3000,"$3,000 ",4 bd,3.5 ba,2436 ft2,No pets,Non-smoking,
107,470820,BC,Kelowna,205 - 722 Valley Road,Condo,Unfurnished,Long Term,1-Dec-21,1700,$850 ,1 bd + den,1 ba,742 ft2,No pets,Non-smoking,Underground
104,470823,BC,Kelowna,211 - 1350 Ridgeway Drive,Condo,Unfurnished,Long Term,1-Dec-21,2100,"$1,050 ",2 bd,2 ba,931 ft2,Cats & dogs negotiable,Non-smoking,
106,470836,BC,Kelowna,402 - 1883 Water Street,Condo,Unfurnished,Long Term,1-Dec-21,2850,"$1,425 ",3 bd,2 ba,,No pets,Non-smoking,Underground
115,470920,BC,Kelowna,333 & 335 & 337 Drysdale Boulevard,Apartment,Unfurnished,Long Term,3-Jan-22,2199,"$1,100 ",2 bd,2 ba,,No pets,Non-smoking,Outdoor
671,470921,NS,Halifax,58 Holtwood Court,Apartment,Unfurnished,Long Term,15-Jan-22,1849,"$1,849 ",2 bd + den,2 ba,,Cats & dogs negotiable,Non-smoking,Outdoor
12,470960,Hillside - Quadra,Victoria,307 - 991 McKenzie Avenue,Condo,Unfurnished,Negotiable,1-Dec-21,2200,"$2,200 ",1 bd + den,1 ba,603 ft2,No pets,Non-smoking,
222,471015,Rosedale Meadows,Red-Deer,35 Reighley Close,House,Unfurnished,Long Term,Immediate,2195,"$2,195 ",4 bd,3 ba,,Cats & dogs negotiable,Non-smoking,Double garage
494,471092,ON,Mississauga,36 Nordin Avenue,Apartment,Unfurnished,Long Term,Immediate,2495,"$2,500 ",3 bd,1 ba,1200 ft2,Cats & dogs negotiable,Non-smoking,Outdoor
276,471112,Eagle Ridge,Fort-Mcmurray,217 - 136a Sandpiper Road,Condo,Furnished,Negotiable,Immediate,1725,"$1,725 ",1 bd,1 ba,864 ft2,No pets,Non-smoking,
278,471113,Eagle Ridge,Fort-Mcmurray,217 - 136a Sandpiper Road,Condo,Unfurnished,Negotiable,Immediate,1600,"$1,600 ",1 bd,1 ba,865 ft2,No pets,Non-smoking,
277,471115,Eagle Ridge,Fort-Mcmurray,118 - 136d Sandpiper Road,Condo,Furnished,Negotiable,Immediate,1750,"$1,750 ",1 bd,1 ba,864 ft2,No pets,Non-smoking,
7,471156,James Bay,Victoria,647 Michigan Street,Apartment,Unfurnished,Long Term,Immediate,1500,"$1,500 ",1 bd,1 ba,,No pets,,
136,471183,Connaught,Calgary,850 11th Street SW,Apartment,Unfurnished,Long Term,Immediate,1450,"$1,450 ",1 bd,1 ba,627 ft2,Cats & dogs negotiable,Non-smoking,Underground
5,471198,Hillside - Quadra,Victoria,3244 Quadra Street,Apartment,Unfurnished,Long Term,Immediate,1750,"$1,750 ",2 bd,1 ba,,No pets,,
443,471240,Rossmere - A,Winnipeg,5 - 475 Edison Avenue,Apartment,Unfurnished,Long Term,Immediate,997,$997 ,1 bd,1 ba,650 ft2,Cats & dogs negotiable,Non-smoking,Outdoor
114,471392,BC,Kelowna,1876 Dewdney Road,House,Furnished,Long Term,1-Jan-22,9000,"$9,000 ",4 bd + den,3 ba,2400 ft2,No pets,Non-smoking,
84,471475,BC,Vancouver,567 Clarke Street,Apartment,Unfurnished,Long Term,Immediate,1950,$975 ,1 bd,1 ba,538 ft2,No pets,Non-smoking,Underground
273,471479,Parsons Creek,Fort-Mcmurray,197 Collicott Drive,Basement,Unfurnished,Long Term,Immediate,1200,"$1,200 ",1 bd,1 ba,,No pets,Non-smoking,
156,471486,Bridgeland,Calgary,104 - 626 2 Ave NE,Condo,Unfurnished,Long Term,Immediate,1150,"$1,150 ",2 bd,1 ba,850 ft2,Cats & dogs negotiable,Non-smoking,
477,471531,ON,Mississauga,654 Eaglemount Crescent,Apartment,Unfurnished,Long Term,Immediate,1295,"$1,300 ",1 bd,1 ba,750 ft2,No pets,Non-smoking,Outdoor
83,471598,BC,Vancouver,901 Cliff Ave,Duplex,Unfurnished,Long Term,Immediate,3895,"$3,895 ",4 bd,4 ba,1875 ft2,Cats & dogs negotiable,Non-smoking,Covered
403,471626,Normanview,Regina,22-80 Handbidge Crescent,Apartment,Unfurnished,Long Term,Immediate,750,$750 ,1 bd + den,1 ba,820 ft2,No pets,Non-smoking,Outdoor
569,471627,The Glebe,Ottawa,28 Pretoria Avenue,Apartment,Unfurnished,Long Term,Immediate,1700,"$1,700 ",1 bd,1 ba,504 ft2,Cats & dogs negotiable,Non-smoking,Covered
226,471856,South Hill,Red-Deer,5029 34 Street,Parking Spot,,,,550,$550 ,Long Term,Immediate,,Street,,
480,471874,ON,Mississauga,1078 Eastmount Avenue,Apartment,Unfurnished,Long Term,Immediate,2195,"$2,200 ",2 bd,1 ba,950 ft2,Cats & dogs negotiable,Non-smoking,Outdoor
137,471916,Cornerstone,Calgary,3964 Cornerstone Boulevard,Basement,Unfurnished,Negotiable,Immediate,950,$950 ,1 bd,1 ba,850 ft2,No pets,Non-smoking,
163,472102,Arbour Lake,Calgary,250 Arbour Stone Place NW,Main Floor,Unfurnished,Long Term,Immediate,1500,"$1,500 ",3 bd,2 ba,1250 ft2,Cats negotiable,Non-smoking,
476,472106,ON,Mississauga,125 Algoma Street,Apartment,Unfurnished,Long Term,Immediate,3195,"$3,200 ",3 bd,2 ba,1200 ft2,No pets,Non-smoking,Outdoor
475,472108,ON,Mississauga,1119 1185 The Queensway,Apartment,Unfurnished,Long Term,Immediate,2495,"$2,650 ",2 bd,2 ba,900 ft2,No pets,Non-smoking,Outdoor
397,472159,Northeast Regina,Regina,530 Toronto St,Apartment,Unfurnished,Long Term,Immediate,1050,"$1,050 ",2 bd,1 ba,1020 ft2,Cats & dogs negotiable,Non-smoking,Outdoor
464,472175,ON,Mississauga,50 Thomas Riley Road,Apartment,Unfurnished,Long Term,Immediate,2345,"$2,500 ",2 bd,2 ba,850 ft2,Cats & dogs negotiable,Non-smoking,
113,472182,BC,Kelowna,2975 Ensign Way,House,Unfurnished,Long Term,15-Dec-21,4000,"$2,000 ",5 bd,3 ba,3070 ft2,No pets,Non-smoking,Single garage
139,472213,Panorama Hills,Calgary,Panorama Hills,House,Unfurnished,Long Term,Immediate,1850,"$1,850 ",3 bd,2.5 ba,1856 ft2,No pets,Non-smoking,
392,472253,North Central,Regina,1020 King Street,House,Unfurnished,Long Term,Immediate,950,$950 ,2 bd,1 ba,,No pets,Non-smoking,Outdoor
466,472309,ON,Mississauga,26 Gibbs Road,Apartment,Unfurnished,Long Term,Immediate,1745,"$1,900 ",1 bd,1 ba,500 ft2,Cats & dogs negotiable,Non-smoking,
426,472356,River - Osborne,Winnipeg,201-369 Stradbrook Avenue,Apartment,Unfurnished,Long Term,Immediate,895,Field: Market Rent/2,2 bd,1 ba,870 ft2,No pets,Non-smoking,Outdoor
441,472357,Seven Oaks,Winnipeg,522 Seven Oaks Avenue,House,Unfurnished,Long Term,Immediate,1595,Field: Market Rent/2,3 bd,2.5 ba,1222 ft2,No pets,Non-smoking,Outdoor
636,472386,QC,Montreal,1350 Lajoie,Apartment,Furnished,Long Term,Immediate,1745,$100 ,2 bd,1 ba,,Cats negotiable,Non-smoking,
629,472390,QC,Montreal,3245 Boul. Langelier,Apartment,Unfurnished,Long Term,Immediate,930,$100 ,1 bd,1 ba,,No pets,Non-smoking,
641,472393,ON,Montreal,9360 Rue Centrale,Apartment,Unfurnished,Long Term,Immediate,995,$100 ,1 bd,1 ba,,No pets,Non-smoking,Outdoor
225,472420,Downtown,Red-Deer,4311 49 Avenue,Apartment,Furnished,Long Term,Immediate,1195,"$1,195 ",1 bd,1 ba,,Cats negotiable,Non-smoking,Outdoor
587,472467,South Keys - Greenboro West,Ottawa,3234 Southgate Rd,Townhouse,Unfurnished,Long Term,Immediate,1995,"$1,995 ",3 bd,1.5 ba,,No pets,Non-smoking,Outdoor
312,472491,Evergreen,Saskatoon,212 - Evergreen Square,Apartment,Unfurnished,Long Term,Immediate,1525,"$1,525 ",2 bd,2 ba,911 ft2,No pets,,
322,472492,Lawson Heights,Saskatoon,# B Feheregyhazi Blvd,Apartment,Unfurnished,Long Term,Immediate,995,$995 ,2 bd,1 ba,689 ft2,No pets,,
320,472493,Aspen Ridge,Saskatoon,# A Feheregyhazi Blvd,Apartment,Unfurnished,Long Term,Immediate,1899,"$1,899 ",3 bd,2.5 ba,1600 ft2,No pets,,
318,472494,Lawson Heights,Saskatoon,# B Kalra Street,Apartment,Unfurnished,Long Term,Immediate,975,$975 ,2 bd,1 ba,691 ft2,No pets,,
317,472495,City Park,Saskatoon,303 - 5th Ave N,Apartment,Unfurnished,Long Term,Immediate,1195,"$1,195 ",1 bd,1 ba,904 ft2,No pets,,
315,472497,Hampton Village,Saskatoon,214 - McClocklin Road,Apartment,Unfurnished,Long Term,Immediate,1295,"$1,295 ",2 bd,1 ba,953 ft2,No pets,,
314,472498,Kensington,Saskatoon,# B Kensington Road,Apartment,Unfurnished,Long Term,Immediate,899,$899 ,2 bd,1 ba,,No pets,,
313,472499,Riversdale,Saskatoon,231 - Ave C S,Apartment,Unfurnished,Long Term,Immediate,1375,"$1,375 ",1 bd,1 ba,,No pets,,
323,472500,Evergreen,Saskatoon,# B Evergreen Blvd - Evergreen Blvd 518,Apartment,Unfurnished,Long Term,Immediate,875,$875 ,2 bd,1 ba,700 ft2,No pets,,
321,472501,Exhibition,Saskatoon,1 - Ste. Cecilia Ave,Apartment,Unfurnished,Long Term,Immediate,1250,"$1,250 ",2 bd,1 ba,834 ft2,No pets,,
440,472512,River - Osborne,Winnipeg,412-369 Stradbrook Avenue,Apartment,Unfurnished,Long Term,Immediate,895,Field: Market Rent/2,2 bd,1 ba,925 ft2,No pets,Non-smoking,Outdoor
576,472518,Hintonburg - Mechanicsville,Ottawa,1 181 Preston Street,Apartment,Unfurnished,Long Term,Immediate,1300,"$1,300 ",1 bd,1 ba,,No pets,Non-smoking,
573,472519,Centretown,Ottawa,514 Bay Street,Apartment,Unfurnished,Long Term,Immediate,2250,"$2,250 ",3 bd,1 ba,,No pets,Non-smoking,Outdoor
462,472533,ON,Mississauga,25 Mullis Crescent,House,Unfurnished,Long Term,Immediate,2800,"$2,800 ",3 bd,1.5 ba,1340 ft2,No pets,Non-smoking,Single garage
461,472534,ON,Mississauga,50 Thomas Riley Road,Apartment,Unfurnished,Long Term,Immediate,1945,"$2,100 ",1 bd,1 ba,775 ft2,Cats & dogs negotiable,Non-smoking,Outdoor
46,472578,BC,Vancouver,312 11th Street,Main Floor,Unfurnished,Long Term,Immediate,1700,$850 ,2 bd,1 ba,900 ft2,Cats negotiable,Non-smoking,
523,472602,ON,Toronto,23 Cromwell Road,House,Unfurnished,Long Term,Immediate,2895,"$2,900 ",4 bd,1.5 ba,,No pets,Non-smoking,
537,472604,ON,Toronto,38 Forest Manor Road,Apartment,Unfurnished,Long Term,Immediate,2295,"$2,450 ",2 bd,2 ba,825 ft2,No pets,Non-smoking,
364,472606,Uplands,Regina,39 Rodenbush Drive,Apartment,Unfurnished,Long Term,Immediate,1200,"$1,200 ",2 bd,1 ba,,Cats & dogs negotiable,Non-smoking,
520,472613,ON,Toronto,251 Jarvis Street,Apartment,Unfurnished,Long Term,Immediate,1445,"$1,500 ",1 bd,1 ba,350 ft2,No pets,Non-smoking,
538,472625,ON,Toronto,88 Corporate Drive,Apartment,Unfurnished,Long Term,Immediate,2595,"$2,700 ",2 bd,2 ba,1100 ft2,No pets,,
607,472627,QC,Montreal,409 5e avenue,Duplex,Unfurnished,Long Term,Immediate,1300,"$1,300 ",1 bd,1 ba,1000 ft2,No pets,,
141,472637,Beltline,Calgary,1030 12th Ave SW,Apartment,Furnished,Long Term,Immediate,945,$945 ,studio,1 ba,400 ft2,No pets,Non-smoking,Outdoor
146,472684,Castleridge,Calgary,160 Castlebrook Road Northeast,House,Unfurnished,Long Term,Immediate,1750,"$1,750 ",5 bd,1.5 ba,1041 ft2,No pets,Non-smoking,
505,472691,ON,Toronto,28 KALMAR AVENUE,House,Unfurnished,Long Term,Immediate,2000,"$2,000 ",3 bd,1 ba,,Cats & dogs negotiable,Non-smoking,Outdoor
507,472692,ON,Toronto,150 SUDBURY STREET,Apartment,Unfurnished,Long Term,Immediate,1800,"$1,800 ",studio,1 ba,,Cats & dogs negotiable,Non-smoking,
515,472693,ON,Toronto,38 FOREST MANOR DRIVE,Apartment,Unfurnished,Long Term,Immediate,2100,"$2,100 ",2 bd,1 ba,,Cats & dogs negotiable,Non-smoking,
508,472694,ON,Toronto,775 KING STREET WEST,Apartment,Unfurnished,Long Term,Immediate,2295,"$2,295 ",2 bd,1 ba,,Cats & dogs negotiable,Non-smoking,Underground
